"Product","Category","Cost_Price","Sale_Price","Brand","Description","Image_url","Date","Customer_Type","Country","Discount_Band","Units_Sold","Revenue","Total_cost","Month","Year","Month (1)","Discount_Band (1)","Discount","Discounted_Revenue"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-08-01","Enterprise","Germany"," High ",28,"$5,572.00","$4,872.00","August","2023","August","high",17,"$4,624.76"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-08-01","Enterprise","United States of America"," High ",5,"$995.00","$450.00","August","2022","August","high",17,"$825.85"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-08-01","Creator","France"," High ",25,"$3,725.00","$2,600.00","August","2023","August","high",17,"$3,091.75"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-08-01","Enterprise","France"," High ",12,"$2,388.00","$2,088.00","August","2023","August","high",17,"$1,982.04"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Education","Canada"," High ",26,"$4,394.00","$3,068.00","August","2023","August","high",17,"$3,647.02"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-08-01","Enterprise","France"," High ",17,"$3,383.00","$2,958.00","August","2022","August","high",17,"$2,807.89"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-08-01","Enterprise","Canada"," High ",0,"$0.00","$0.00","August","2022","August","high",17,"$0.00"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-08-01","Government","Germany"," High ",20,"$2,780.00","$1,940.00","August","2022","August","high",17,"$2,307.40"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-08-01","Small Business","France"," High ",0,"$0.00","$0.00","August","2022","August","high",17,"$0.00"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-08-01","Education","Mexico"," High ",2,"$338.00","$236.00","August","2022","August","high",17,"$280.54"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-08-01","Creator","Germany"," High ",26,"$3,874.00","$2,704.00","August","2022","August","high",17,"$3,215.42"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-08-01","Creator","United States of America"," High ",24,"$3,576.00","$2,496.00","August","2022","August","high",17,"$2,968.08"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-08-01","Enterprise","Mexico"," High ",29,"$5,771.00","$5,046.00","August","2022","August","high",17,"$4,789.93"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-08-01","Government","France"," High ",8,"$1,112.00","$776.00","August","2022","August","high",17,"$922.96"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-08-01","Small Business","United States of America"," High ",25,"$3,475.00","$2,425.00","August","2023","August","high",17,"$2,884.25"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Government","France"," High ",27,"$4,563.00","$3,186.00","August","2023","August","high",17,"$3,787.29"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Education","Mexico"," High ",20,"$3,380.00","$2,360.00","August","2023","August","high",17,"$2,805.40"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Government","Canada"," High ",24,"$4,056.00","$2,832.00","August","2023","August","high",17,"$3,366.48"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-08-01","Creator","Germany"," High ",26,"$3,874.00","$2,704.00","August","2023","August","high",17,"$3,215.42"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-08-01","Government","United States of America"," High ",28,"$3,892.00","$2,716.00","August","2023","August","high",17,"$3,230.36"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-08-01","Government","United States of America"," Low ",4,"$556.00","$388.00","August","2022","August","low",8,"$511.52"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-08-01","Government","Mexico"," Low ",11,"$1,529.00","$1,067.00","August","2022","August","low",8,"$1,406.68"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-08-01","Government","Canada"," Low ",18,"$4,122.00","$2,880.00","August","2023","August","low",8,"$3,792.24"
